challenge_id,challenge_family_id,label,language,source,data_origin,label_provenance,length_bucket,token_count,subject,body,original_text,content_hash,template_hash,ml_prediction,ml_confidence,class_probabilities_json,detected_language,security_finding_codes,security_finding_descriptions,risk_score,risk_level,recommended_action,prediction_correct,security_signal_present_on_ml_miss,ml_normal_with_promotional_signal,error_taxonomy
challenge_en_phishing_01_normal_length,en_phishing_01,phishing,en,controlled_short_form_challenge,synthetic_challenge,scenario_definition,normal_length,181,Account Alert,"Your account is locked. Verify your password at http://account-verify.example/login. The message claims that immediate action is required to avoid suspension of access to an important account. It directs the recipient to an unfamiliar sign-in location and asks for credentials or private verification details. The warning uses urgency and impersonation cues to pressure the recipient before there is time to verify the sender. The requested action could expose a password, authentication code, banking detail, or other private information. The recipient is told to use the supplied link rather than independently opening the organization's known website. The message claims that immediate action is required to avoid suspension of access to an important account. It directs the recipient to an unfamiliar sign-in location and asks for credentials or private verification details. The warning uses urgency and impersonation cues to pressure the recipient before there is time to verify the sender. The requested action could expose a password, authentication code, banking detail, or other private information. The recipient is told to use the supplied link rather than independently opening the organization's known website.","Account Alert
Your account is locked. Verify your password at http://account-verify.example/login. The message claims that immediate action is required to avoid suspension of access to an important account. It directs the recipient to an unfamiliar sign-in location and asks for credentials or private verification details. The warning uses urgency and impersonation cues to pressure the recipient before there is time to verify the sender. The requested action could expose a password, authentication code, banking detail, or other private information. The recipient is told to use the supplied link rather than independently opening the organization's known website. The message claims that immediate action is required to avoid suspension of access to an important account. It directs the recipient to an unfamiliar sign-in location and asks for credentials or private verification details. The warning uses urgency and impersonation cues to pressure the recipient before there is time to verify the sender. The requested action could expose a password, authentication code, banking detail, or other private information. The recipient is told to use the supplied link rather than independently opening the organization's known website.",66fa295482b1c286da3db96a0751e9bcd55e7fa67c7f95428b2c5d9a3c1e06de,611a6f7e1efadb98e68d466599a8a7394366d21111c1e0e155227bc3de925474,phishing,0.8797327584,"{""normal"": 0.12026187255982665, ""phishing"": 0.8797327584468323, ""spam"": 5.3689933410559e-06}",en,account_suspension|credential_request|plain_http|suspicious_token,"The message asks for sensitive account verification or an update.|The message claims that an account may be suspended, restricted, locked, or closed. Account restriction language was detected.|The URL explicitly uses HTTP instead of HTTPS.|The URL contains security-sensitive terms.",81,CRITICAL,QUARANTINE,true,false,false,
challenge_en_phishing_02_very_short,en_phishing_02,phishing,en,controlled_short_form_challenge,synthetic_challenge,scenario_definition,very_short,11,Security verification,Sign in now to confirm your identity at http://secure-update.example/verify.,"Security verification
Sign in now to confirm your identity at http://secure-update.example/verify.",8246726ad081c01471aa58231380a4ef24aa870e8fc2ec35c90c0fab87126756,0286e2eec9da58a1fb9a737fa703bc1d45f2362c7b80953945a9682367f96a8c,phishing,0.9968909138,"{""normal"": 0.002617078402302426, ""phishing"": 0.99689091378098, ""spam"": 0.0004920078167176135}",en,call_to_action|credential_request|plain_http|suspicious_token,"The message asks for sensitive account verification or an update. A sign-in instruction is coupled with account verification language.|The message contains a direct link, attachment, sign-in, or reply instruction.|The URL explicitly uses HTTP instead of HTTPS.|The URL contains security-sensitive terms.",80,HIGH,QUARANTINE,true,false,false,
challenge_en_phishing_02_short,en_phishing_02,phishing,en,controlled_short_form_challenge,synthetic_challenge,scenario_definition,short,64,Security verification,Sign in now to confirm your identity at http://secure-update.example/verify. The message claims that immediate action is required to avoid suspension of access to an important account. It directs the recipient to an unfamiliar sign-in location and asks for credentials or private verification details. The warning uses urgency and impersonation cues to pressure the recipient before there is time to verify the sender.,"Security verification
Sign in now to confirm your identity at http://secure-update.example/verify. The message claims that immediate action is required to avoid suspension of access to an important account. It directs the recipient to an unfamiliar sign-in location and asks for credentials or private verification details. The warning uses urgency and impersonation cues to pressure the recipient before there is time to verify the sender.",b2f4d0c5ec5a8f670cc5a12430decc9d892c862fd4907cdb6a2f9eeda4cb8d7a,9ad2644c21c5a013b9e51ebc50c2f91b30ebff7f28b2a8f05bc0b4eec59e6f1f,phishing,0.9821537634,"{""normal"": 0.017811427576700383, ""phishing"": 0.9821537633918609, ""spam"": 3.480903143849283e-05}",en,call_to_action|credential_request|plain_http|suspicious_token,"The message asks for sensitive account verification or an update. A sign-in instruction is coupled with account verification language.|The message contains a direct link, attachment, sign-in, or reply instruction.|The URL explicitly uses HTTP instead of HTTPS.|The URL contains security-sensitive terms.",79,HIGH,QUARANTINE,true,false,false,
challenge_en_phishing_02_normal_length,en_phishing_02,phishing,en,controlled_short_form_challenge,synthetic_challenge,scenario_definition,normal_length,181,Security verification,"Sign in now to confirm your identity at http://secure-update.example/verify. The message claims that immediate action is required to avoid suspension of access to an important account. It directs the recipient to an unfamiliar sign-in location and asks for credentials or private verification details. The warning uses urgency and impersonation cues to pressure the recipient before there is time to verify the sender. The requested action could expose a password, authentication code, banking detail, or other private information. The recipient is told to use the supplied link rather than independently opening the organization's known website. The message claims that immediate action is required to avoid suspension of access to an important account. It directs the recipient to an unfamiliar sign-in location and asks for credentials or private verification details. The warning uses urgency and impersonation cues to pressure the recipient before there is time to verify the sender. The requested action could expose a password, authentication code, banking detail, or other private information. The recipient is told to use the supplied link rather than independently opening the organization's known website.","Security verification
Sign in now to confirm your identity at http://secure-update.example/verify. The message claims that immediate action is required to avoid suspension of access to an important account. It directs the recipient to an unfamiliar sign-in location and asks for credentials or private verification details. The warning uses urgency and impersonation cues to pressure the recipient before there is time to verify the sender. The requested action could expose a password, authentication code, banking detail, or other private information. The recipient is told to use the supplied link rather than independently opening the organization's known website. The message claims that immediate action is required to avoid suspension of access to an important account. It directs the recipient to an unfamiliar sign-in location and asks for credentials or private verification details. The warning uses urgency and impersonation cues to pressure the recipient before there is time to verify the sender. The requested action could expose a password, authentication code, banking detail, or other private information. The recipient is told to use the supplied link rather than independently opening the organization's known website.",4192f00a0fb3b4ee3d5fee1b52faee186c6b20274a97763b725a0e11005360d6,30eea690c4ae16a8ce3fe9dda0dbfbfa83d36cd72430ddd430645a8cd5474759,phishing,0.8423548688,"{""normal"": 0.15763442920218204, ""phishing"": 0.8423548687752409, ""spam"": 1.0702022576901227e-05}",en,call_to_action|credential_request|plain_http|suspicious_token,"The message asks for sensitive account verification or an update. A sign-in instruction is coupled with account verification language.|The message contains a direct link, attachment, sign-in, or reply instruction.|The URL explicitly uses HTTP instead of HTTPS.|The URL contains security-sensitive terms.",73,HIGH,QUARANTINE,true,false,false,
challenge_en_phishing_03_very_short,en_phishing_03,phishing,en,controlled_short_form_challenge,synthetic_challenge,scenario_definition,very_short,12,Payroll access,Reply with your login code to prevent payroll access suspension.,"Payroll access
Reply with your login code to prevent payroll access suspension.",09c6a13ccaf67f70820da44990c41cd1911f0ed4923444e8c0dadcb889e5710b,09c6a13ccaf67f70820da44990c41cd1911f0ed4923444e8c0dadcb889e5710b,phishing,0.7736370961,"{""normal"": 0.22607010915847991, ""phishing"": 0.773637096132346, ""spam"": 0.00029279470917395874}",en,call_to_action|credential_request,"The message requests credentials or an authentication code.|The message contains a direct link, attachment, sign-in, or reply instruction.",62,HIGH,QUARANTINE,true,false,false,
challenge_en_phishing_03_short,en_phishing_03,phishing,en,controlled_short_form_challenge,synthetic_challenge,scenario_definition,short,65,Payroll access,Reply with your login code to prevent payroll access suspension. The message claims that immediate action is required to avoid suspension of access to an important account. It directs the recipient to an unfamiliar sign-in location and asks for credentials or private verification details. The warning uses urgency and impersonation cues to pressure the recipient before there is time to verify the sender.,"Payroll access
Reply with your login code to prevent payroll access suspension. The message claims that immediate action is required to avoid suspension of access to an important account. It directs the recipient to an unfamiliar sign-in location and asks for credentials or private verification details. The warning uses urgency and impersonation cues to pressure the recipient before there is time to verify the sender.",a42d19345348cb6a3681a5f8aa2d1b51e4d452e6132c1bbe01234e3b35518fac,a42d19345348cb6a3681a5f8aa2d1b51e4d452e6132c1bbe01234e3b35518fac,phishing,0.9416961862,"{""normal"": 0.05827159239606986, ""phishing"": 0.9416961862214107, ""spam"": 3.222138251950358e-05}",en,call_to_action|credential_request,"The message requests credentials or an authentication code.|The message contains a direct link, attachment, sign-in, or reply instruction.",69,HIGH,QUARANTINE,true,false,false,
challenge_en_phishing_03_normal_length,en_phishing_03,phishing,en,controlled_short_form_challenge,synthetic_challenge,scenario_definition,normal_length,182,Payroll access,"Reply with your login code to prevent payroll access suspension. The message claims that immediate action is required to avoid suspension of access to an important account. It directs the recipient to an unfamiliar sign-in location and asks for credentials or private verification details. The warning uses urgency and impersonation cues to pressure the recipient before there is time to verify the sender. The requested action could expose a password, authentication code, banking detail, or other private information. The recipient is told to use the supplied link rather than independently opening the organization's known website. The message claims that immediate action is required to avoid suspension of access to an important account. It directs the recipient to an unfamiliar sign-in location and asks for credentials or private verification details. The warning uses urgency and impersonation cues to pressure the recipient before there is time to verify the sender. The requested action could expose a password, authentication code, banking detail, or other private information. The recipient is told to use the supplied link rather than independently opening the organization's known website.","Payroll access
Reply with your login code to prevent payroll access suspension. The message claims that immediate action is required to avoid suspension of access to an important account. It directs the recipient to an unfamiliar sign-in location and asks for credentials or private verification details. The warning uses urgency and impersonation cues to pressure the recipient before there is time to verify the sender. The requested action could expose a password, authentication code, banking detail, or other private information. The recipient is told to use the supplied link rather than independently opening the organization's known website. The message claims that immediate action is required to avoid suspension of access to an important account. It directs the recipient to an unfamiliar sign-in location and asks for credentials or private verification details. The warning uses urgency and impersonation cues to pressure the recipient before there is time to verify the sender. The requested action could expose a password, authentication code, banking detail, or other private information. The recipient is told to use the supplied link rather than independently opening the organization's known website.",5928ecdc6f93dd1b29059fdc0e73139138a2029e661c5212c83a64a6b576ef93,5928ecdc6f93dd1b29059fdc0e73139138a2029e661c5212c83a64a6b576ef93,phishing,0.7930999299,"{""normal"": 0.20688848127674428, ""phishing"": 0.7930999299080279, ""spam"": 1.1588815227894478e-05}",en,call_to_action|credential_request,"The message requests credentials or an authentication code.|The message contains a direct link, attachment, sign-in, or reply instruction.",63,HIGH,QUARANTINE,true,false,false,
challenge_en_phishing_04_very_short,en_phishing_04,phishing,en,controlled_short_form_challenge,synthetic_challenge,scenario_definition,very_short,11,Password expires,Your cloud password expires today. Update credentials at http://login-check.example.,"Password expires
Your cloud password expires today. Update credentials at http://login-check.example.",6e7ecb45b6562e473d13d01743915b480701ff726a0cf37eb09f6dbcb21c05d0,ed51cddb262c262f3d4e32a9aeb364a59e895a06983caa3d79ddf1ee448cce7f,normal,0.8457891738,"{""normal"": 0.845789173763999, ""phishing"": 0.154204198746352, ""spam"": 6.627489649106507e-06}",en,credential_request|plain_http|suspicious_token,The message asks for sensitive account verification or an update.|The URL explicitly uses HTTP instead of HTTPS.|The URL contains security-sensitive terms.,27,LOW,REVIEW,false,true,false,short phishing miss|confidence overestimation
challenge_en_phishing_04_short,en_phishing_04,phishing,en,controlled_short_form_challenge,synthetic_challenge,scenario_definition,short,64,Password expires,Your cloud password expires today. Update credentials at http://login-check.example. The message claims that immediate action is required to avoid suspension of access to an important account. It directs the recipient to an unfamiliar sign-in location and asks for credentials or private verification details. The warning uses urgency and impersonation cues to pressure the recipient before there is time to verify the sender.,"Password expires
Your cloud password expires today. Update credentials at http://login-check.example. The message claims that immediate action is required to avoid suspension of access to an important account. It directs the recipient to an unfamiliar sign-in location and asks for credentials or private verification details. The warning uses urgency and impersonation cues to pressure the recipient before there is time to verify the sender.",d0e730cf269a2dfaf37d4f5f5d553ede0156dd85cf159040c9c562b34ce4759b,b1a7573fc6064ff18f641651461bdd01c8c848790c3e52dc6d36e96e90e8ef09,phishing,0.7832592986,"{""normal"": 0.21673549746799284, ""phishing"": 0.7832592985794928, ""spam"": 5.203952514443809e-06}",en,credential_request|obfuscated_url|plain_http|suspicious_token,"The message asks for sensitive account verification or an update.|The URL explicitly uses HTTP instead of HTTPS.|The URL contains security-sensitive terms.|The URL uses spacing or hxxp-style obfuscation; this is a suspicious indicator, not a maliciousness verdict.",82,CRITICAL,QUARANTINE,true,false,false,
challenge_en_phishing_04_normal_length,en_phishing_04,phishing,en,controlled_short_form_challenge,synthetic_challenge,scenario_definition,normal_length,181,Password expires,"Your cloud password expires today. Update credentials at http://login-check.example. The message claims that immediate action is required to avoid suspension of access to an important account. It directs the recipient to an unfamiliar sign-in location and asks for credentials or private verification details. The warning uses urgency and impersonation cues to pressure the recipient before there is time to verify the sender. The requested action could expose a password, authentication code, banking detail, or other private information. The recipient is told to use the supplied link rather than independently opening the organization's known website. The message claims that immediate action is required to avoid suspension of access to an important account. It directs the recipient to an unfamiliar sign-in location and asks for credentials or private verification details. The warning uses urgency and impersonation cues to pressure the recipient before there is time to verify the sender. The requested action could expose a password, authentication code, banking detail, or other private information. The recipient is told to use the supplied link rather than independently opening the organization's known website.","Password expires
Your cloud password expires today. Update credentials at http://login-check.example. The message claims that immediate action is required to avoid suspension of access to an important account. It directs the recipient to an unfamiliar sign-in location and asks for credentials or private verification details. The warning uses urgency and impersonation cues to pressure the recipient before there is time to verify the sender. The requested action could expose a password, authentication code, banking detail, or other private information. The recipient is told to use the supplied link rather than independently opening the organization's known website. The message claims that immediate action is required to avoid suspension of access to an important account. It directs the recipient to an unfamiliar sign-in location and asks for credentials or private verification details. The warning uses urgency and impersonation cues to pressure the recipient before there is time to verify the sender. The requested action could expose a password, authentication code, banking detail, or other private information. The recipient is told to use the supplied link rather than independently opening the organization's known website.",a87b0958e382eb43794e24b0ca15645f9fe5071d9f486c522c2863c1d0a90fc1,c7251a4afd7307d8a6dccee3347f486ca1a1f84d5914a753448c81a13ef06ef5,phishing,0.6884195209,"{""normal"": 0.3115755047403414, ""phishing"": 0.6884195209439672, ""spam"": 4.974315691484227e-06}",en,credential_request|obfuscated_url|plain_http|suspicious_token,"The message asks for sensitive account verification or an update.|The URL explicitly uses HTTP instead of HTTPS.|The URL contains security-sensitive terms.|The URL uses spacing or hxxp-style obfuscation; this is a suspicious indicator, not a maliciousness verdict.",78,HIGH,QUARANTINE,true,false,false,
challenge_en_phishing_05_very_short,en_phishing_05,phishing,en,controlled_short_form_challenge,synthetic_challenge,scenario_definition,very_short,14,Bank identity check,Confirm your banking identity and card details through the attached link.,"Bank identity check
Confirm your banking identity and card details through the attached link.",2abd44a1a42b8a8b06844ab984301a9fa3405b184c823cbc064734d88e3d35be,2abd44a1a42b8a8b06844ab984301a9fa3405b184c823cbc064734d88e3d35be,phishing,0.922624602,"{""normal"": 0.07732918989015668, ""phishing"": 0.9226246019865119, ""spam"": 4.6208123331333694e-05}",en,,,54,MEDIUM,QUARANTINE,true,false,false,
challenge_en_phishing_05_short,en_phishing_05,phishing,en,controlled_short_form_challenge,synthetic_challenge,scenario_definition,short,67,Bank identity check,Confirm your banking identity and card details through the attached link. The message claims that immediate action is required to avoid suspension of access to an important account. It directs the recipient to an unfamiliar sign-in location and asks for credentials or private verification details. The warning uses urgency and impersonation cues to pressure the recipient before there is time to verify the sender.,"Bank identity check
Confirm your banking identity and card details through the attached link. The message claims that immediate action is required to avoid suspension of access to an important account. It directs the recipient to an unfamiliar sign-in location and asks for credentials or private verification details. The warning uses urgency and impersonation cues to pressure the recipient before there is time to verify the sender.",5ee2b85033faa895b690120f291c2ecec0e612b44cb591190f0d12bb60c6a658,5ee2b85033faa895b690120f291c2ecec0e612b44cb591190f0d12bb60c6a658,phishing,0.9645514339,"{""normal"": 0.03543650044090005, ""phishing"": 0.9645514338977925, ""spam"": 1.2065661307459704e-05}",en,,,55,MEDIUM,QUARANTINE,true,false,false,
challenge_en_phishing_05_normal_length,en_phishing_05,phishing,en,controlled_short_form_challenge,synthetic_challenge,scenario_definition,normal_length,184,Bank identity check,"Confirm your banking identity and card details through the attached link. The message claims that immediate action is required to avoid suspension of access to an important account. It directs the recipient to an unfamiliar sign-in location and asks for credentials or private verification details. The warning uses urgency and impersonation cues to pressure the recipient before there is time to verify the sender. The requested action could expose a password, authentication code, banking detail, or other private information. The recipient is told to use the supplied link rather than independently opening the organization's known website. The message claims that immediate action is required to avoid suspension of access to an important account. It directs the recipient to an unfamiliar sign-in location and asks for credentials or private verification details. The warning uses urgency and impersonation cues to pressure the recipient before there is time to verify the sender. The requested action could expose a password, authentication code, banking detail, or other private information. The recipient is told to use the supplied link rather than independently opening the organization's known website.","Bank identity check
Confirm your banking identity and card details through the attached link. The message claims that immediate action is required to avoid suspension of access to an important account. It directs the recipient to an unfamiliar sign-in location and asks for credentials or private verification details. The warning uses urgency and impersonation cues to pressure the recipient before there is time to verify the sender. The requested action could expose a password, authentication code, banking detail, or other private information. The recipient is told to use the supplied link rather than independently opening the organization's known website. The message claims that immediate action is required to avoid suspension of access to an important account. It directs the recipient to an unfamiliar sign-in location and asks for credentials or private verification details. The warning uses urgency and impersonation cues to pressure the recipient before there is time to verify the sender. The requested action could expose a password, authentication code, banking detail, or other private information. The recipient is told to use the supplied link rather than independently opening the organization's known website.",bce3493bf45fd7881b6b79b7fc2fde25f0cbd4b73b1697b91ed1c0fb63d03903,bce3493bf45fd7881b6b79b7fc2fde25f0cbd4b73b1697b91ed1c0fb63d03903,phishing,0.7922768852,"{""normal"": 0.20771653424574738, ""phishing"": 0.7922768851889773, ""spam"": 6.580565275382414e-06}",en,,,48,MEDIUM,QUARANTINE,true,false,false,
challenge_vi_phishing_01_very_short,vi_phishing_01,phishing,vi,controlled_short_form_challenge,synthetic_challenge,scenario_definition,very_short,14,Cảnh báo tài khoản,Tài khoản bị khóa. Xác minh mật khẩu tại http://account-verify.example/login.,"Cảnh báo tài khoản
Tài khoản bị khóa. Xác minh mật khẩu tại http://account-verify.example/login.",d580ae6a03c4fde03cbf7348af481c618fe498663331542e1d5f35e1adf07acd,75525566ca8a5bc0d7719aab14a91349c8e8a06210a0451d8d59d162f6e255e3,phishing,0.8575363027,"{""normal"": 0.14246354897069083, ""phishing"": 0.8575363026994203, ""spam"": 1.483298888386326e-07}",vi,account_suspension|credential_request|plain_http|suspicious_token,Vietnamese credential or identity-verification language was detected.|Vietnamese account-lock or suspension language was detected.|The URL explicitly uses HTTP instead of HTTPS.|The URL contains security-sensitive terms.,80,HIGH,QUARANTINE,true,false,false,
challenge_vi_phishing_01_short,vi_phishing_01,phishing,vi,controlled_short_form_challenge,synthetic_challenge,scenario_definition,short,61,Cảnh báo tài khoản,Tài khoản bị khóa. Xác minh mật khẩu tại http://account-verify.example/login. Thông điệp tuyên bố phải hành động ngay để tránh bị tạm khóa quyền truy cập vào một tài khoản quan trọng. Nội dung dẫn người nhận tới địa chỉ đăng nhập lạ và yêu cầu thông tin đăng nhập hoặc dữ liệu xác minh riêng tư.,"Cảnh báo tài khoản
Tài khoản bị khóa. Xác minh mật khẩu tại http://account-verify.example/login. Thông điệp tuyên bố phải hành động ngay để tránh bị tạm khóa quyền truy cập vào một tài khoản quan trọng. Nội dung dẫn người nhận tới địa chỉ đăng nhập lạ và yêu cầu thông tin đăng nhập hoặc dữ liệu xác minh riêng tư.",69e6e50d334d3d905b52d8f2b3abf9f7bb79ca93e5feeb2245c0fdbc28ce3e2e,1efa5e07a7dc0ecd8e1b985130840783ad5c37faa2e1c4d5ad2648fffff0821c,phishing,0.9370011438,"{""normal"": 0.06299735751551024, ""phishing"": 0.9370011438306495, ""spam"": 1.498653840407856e-06}",vi,account_suspension|credential_request|plain_http|suspicious_token|urgency,Vietnamese urgent or time-sensitive language was detected.|Vietnamese credential or identity-verification language was detected. A Vietnamese sign-in instruction is coupled with verification language.|Vietnamese account-lock or suspension language was detected.|The URL explicitly uses HTTP instead of HTTPS.|The URL contains security-sensitive terms.,87,CRITICAL,QUARANTINE,true,false,false,
challenge_vi_phishing_01_normal_length,vi_phishing_01,phishing,vi,controlled_short_form_challenge,synthetic_challenge,scenario_definition,normal_length,179,Cảnh báo tài khoản,"Tài khoản bị khóa. Xác minh mật khẩu tại http://account-verify.example/login. Thông điệp tuyên bố phải hành động ngay để tránh bị tạm khóa quyền truy cập vào một tài khoản quan trọng. Nội dung dẫn người nhận tới địa chỉ đăng nhập lạ và yêu cầu thông tin đăng nhập hoặc dữ liệu xác minh riêng tư. Cảnh báo dùng sự khẩn cấp và dấu hiệu giả mạo để gây áp lực trước khi người nhận kịp kiểm tra người gửi. Thao tác được yêu cầu có thể làm lộ mật khẩu, mã xác thực, thông tin ngân hàng hoặc dữ liệu cá nhân khác. Người nhận được yêu cầu dùng liên kết cung cấp thay vì tự mở trang web chính thức đã biết của tổ chức. Thông điệp tuyên bố phải hành động ngay để tránh bị tạm khóa quyền truy cập vào một tài khoản quan trọng. Nội dung dẫn người nhận tới địa chỉ đăng nhập lạ và yêu cầu thông tin đăng nhập hoặc dữ liệu xác minh riêng tư.","Cảnh báo tài khoản
Tài khoản bị khóa. Xác minh mật khẩu tại http://account-verify.example/login. Thông điệp tuyên bố phải hành động ngay để tránh bị tạm khóa quyền truy cập vào một tài khoản quan trọng. Nội dung dẫn người nhận tới địa chỉ đăng nhập lạ và yêu cầu thông tin đăng nhập hoặc dữ liệu xác minh riêng tư. Cảnh báo dùng sự khẩn cấp và dấu hiệu giả mạo để gây áp lực trước khi người nhận kịp kiểm tra người gửi. Thao tác được yêu cầu có thể làm lộ mật khẩu, mã xác thực, thông tin ngân hàng hoặc dữ liệu cá nhân khác. Người nhận được yêu cầu dùng liên kết cung cấp thay vì tự mở trang web chính thức đã biết của tổ chức. Thông điệp tuyên bố phải hành động ngay để tránh bị tạm khóa quyền truy cập vào một tài khoản quan trọng. Nội dung dẫn người nhận tới địa chỉ đăng nhập lạ và yêu cầu thông tin đăng nhập hoặc dữ liệu xác minh riêng tư.",2bb707f765ccbe8b8e09c4a845970c71632bf6cd18155b9289c17ec336b090b6,b59cd85b335871269706e30b87a09e6ed8474199366116f61fba13f42e74eeb3,phishing,0.8624178129,"{""normal"": 0.1375770111397267, ""phishing"": 0.862417812929952, ""spam"": 5.175930321322887e-06}",vi,account_suspension|credential_request|financial_bait|plain_http|suspicious_token|urgency,"Vietnamese urgent or time-sensitive language was detected.|Vietnamese credential or identity-verification language was detected. A Vietnamese sign-in instruction is coupled with verification language.|Vietnamese account-lock or suspension language was detected.|Vietnamese banking, transfer, fee, or credit-card language was detected.|The URL explicitly uses HTTP instead of HTTPS.|The URL contains security-sensitive terms.",94,CRITICAL,QUARANTINE,true,false,false,
challenge_vi_phishing_02_very_short,vi_phishing_02,phishing,vi,controlled_short_form_challenge,synthetic_challenge,scenario_definition,very_short,14,Xác minh bảo mật,Đăng nhập ngay để xác minh danh tính tại http://secure-update.example/verify.,"Xác minh bảo mật
Đăng nhập ngay để xác minh danh tính tại http://secure-update.example/verify.",d8fda04b4f87894527e236514c119835b7d0b334fdb2733ab0e63a5d6c73cc49,718b912dd54884d20f44d8b4dedcacc592aa976876785dc304476e41e1fa93b8,phishing,0.6526580393,"{""normal"": 0.3472641019441916, ""phishing"": 0.6526580393217205, ""spam"": 7.785873408783944e-05}",vi,call_to_action|credential_request|plain_http|suspicious_token,"Vietnamese credential or identity-verification language was detected. A Vietnamese sign-in instruction is coupled with verification language.|The Vietnamese message contains a direct link, attachment, sign-in, or reply instruction.|The URL explicitly uses HTTP instead of HTTPS.|The URL contains security-sensitive terms.",64,HIGH,QUARANTINE,true,false,false,
challenge_vi_phishing_02_short,vi_phishing_02,phishing,vi,controlled_short_form_challenge,synthetic_challenge,scenario_definition,short,61,Xác minh bảo mật,Đăng nhập ngay để xác minh danh tính tại http://secure-update.example/verify. Thông điệp tuyên bố phải hành động ngay để tránh bị tạm khóa quyền truy cập vào một tài khoản quan trọng. Nội dung dẫn người nhận tới địa chỉ đăng nhập lạ và yêu cầu thông tin đăng nhập hoặc dữ liệu xác minh riêng tư.,"Xác minh bảo mật
Đăng nhập ngay để xác minh danh tính tại http://secure-update.example/verify. Thông điệp tuyên bố phải hành động ngay để tránh bị tạm khóa quyền truy cập vào một tài khoản quan trọng. Nội dung dẫn người nhận tới địa chỉ đăng nhập lạ và yêu cầu thông tin đăng nhập hoặc dữ liệu xác minh riêng tư.",cd0552baa757e5158b05ae313854eed1e65307def1ff20c7d2ab45f9e005f3d4,9057535d4c1b2b7d968c22227764289e1f5ed052b38e67d769d0ba844a87fc4f,phishing,0.9336013634,"{""normal"": 0.06637941560683921, ""phishing"": 0.9336013634307152, ""spam"": 1.922096244561402e-05}",vi,account_suspension|call_to_action|credential_request|plain_http|suspicious_token|urgency,"Vietnamese urgent or time-sensitive language was detected.|Vietnamese credential or identity-verification language was detected. A Vietnamese sign-in instruction is coupled with verification language.|Vietnamese account-lock or suspension language was detected.|The Vietnamese message contains a direct link, attachment, sign-in, or reply instruction.|The URL explicitly uses HTTP instead of HTTPS.|The URL contains security-sensitive terms.",90,CRITICAL,QUARANTINE,true,false,false,
challenge_vi_phishing_02_normal_length,vi_phishing_02,phishing,vi,controlled_short_form_challenge,synthetic_challenge,scenario_definition,normal_length,179,Xác minh bảo mật,"Đăng nhập ngay để xác minh danh tính tại http://secure-update.example/verify. Thông điệp tuyên bố phải hành động ngay để tránh bị tạm khóa quyền truy cập vào một tài khoản quan trọng. Nội dung dẫn người nhận tới địa chỉ đăng nhập lạ và yêu cầu thông tin đăng nhập hoặc dữ liệu xác minh riêng tư. Cảnh báo dùng sự khẩn cấp và dấu hiệu giả mạo để gây áp lực trước khi người nhận kịp kiểm tra người gửi. Thao tác được yêu cầu có thể làm lộ mật khẩu, mã xác thực, thông tin ngân hàng hoặc dữ liệu cá nhân khác. Người nhận được yêu cầu dùng liên kết cung cấp thay vì tự mở trang web chính thức đã biết của tổ chức. Thông điệp tuyên bố phải hành động ngay để tránh bị tạm khóa quyền truy cập vào một tài khoản quan trọng. Nội dung dẫn người nhận tới địa chỉ đăng nhập lạ và yêu cầu thông tin đăng nhập hoặc dữ liệu xác minh riêng tư.","Xác minh bảo mật
Đăng nhập ngay để xác minh danh tính tại http://secure-update.example/verify. Thông điệp tuyên bố phải hành động ngay để tránh bị tạm khóa quyền truy cập vào một tài khoản quan trọng. Nội dung dẫn người nhận tới địa chỉ đăng nhập lạ và yêu cầu thông tin đăng nhập hoặc dữ liệu xác minh riêng tư. Cảnh báo dùng sự khẩn cấp và dấu hiệu giả mạo để gây áp lực trước khi người nhận kịp kiểm tra người gửi. Thao tác được yêu cầu có thể làm lộ mật khẩu, mã xác thực, thông tin ngân hàng hoặc dữ liệu cá nhân khác. Người nhận được yêu cầu dùng liên kết cung cấp thay vì tự mở trang web chính thức đã biết của tổ chức. Thông điệp tuyên bố phải hành động ngay để tránh bị tạm khóa quyền truy cập vào một tài khoản quan trọng. Nội dung dẫn người nhận tới địa chỉ đăng nhập lạ và yêu cầu thông tin đăng nhập hoặc dữ liệu xác minh riêng tư.",009391942f503019e776951bd7a6c9aeade4301bdc6c6be54e0ec0d507f56bd8,b2be4e84654b8af72190b4b910bf014a767ca1359a2f86cc4fe5df2e080fc0cf,phishing,0.8762815346,"{""normal"": 0.12370308400554048, ""phishing"": 0.876281534647981, ""spam"": 1.5381346478603038e-05}",vi,account_suspension|call_to_action|credential_request|financial_bait|plain_http|suspicious_token|urgency,"Vietnamese urgent or time-sensitive language was detected.|Vietnamese credential or identity-verification language was detected. A Vietnamese sign-in instruction is coupled with verification language.|Vietnamese account-lock or suspension language was detected.|Vietnamese banking, transfer, fee, or credit-card language was detected.|The Vietnamese message contains a direct link, attachment, sign-in, or reply instruction.|The URL explicitly uses HTTP instead of HTTPS.|The URL contains security-sensitive terms.",94,CRITICAL,QUARANTINE,true,false,false,
